# Number of peaks = 8
# Fitting results:
# pktyp	 xm	 amp	 width	 area
# L	 47.31	 6020.0 	 0.07428	 697.9
# L	 47.44	 2970.0 	 0.0695	 321.9
# L	 56.13	 3130.0 	 0.0782	 383.5
# L	 56.28	 1670.0 	 0.07735	 202.3
# L	 69.13	 632.0 	 0.09931	 98.08
# L	 69.33	 340.0 	 0.09969	 52.96
# L	 76.37	 972.0 	 0.0974	 144.4
# L	 76.6	 553.0 	 0.09849	 82.74
# 
# 2theta	I	pksum	pk1	pk2	pk3	pk4	pk5	pk6	pk7	pk8
+5.6210E+01 +8.5982E+02 +9.3055E+02 +1.0475E-01 +4.6591E-02 +5.5647E+02 +3.7390E+02 +9.3337E-03 +4.9037E-03 +5.6703E-03 +3.2258E-03
+5.6240E+01 +1.0390E+03 +1.0954E+03 +1.0405E-01 +4.6274E-02 +3.2901E+02 +7.6618E+02 +9.3772E-03 +4.9262E-03 +5.6872E-03 +3.2354E-03
+5.6270E+01 +1.6654E+03 +1.7381E+03 +1.0336E-01 +4.5960E-02 +2.1469E+02 +1.5232E+03 +9.4210E-03 +4.9489E-03 +5.7042E-03 +3.2449E-03
+5.6300E+01 +1.4449E+03 +1.5232E+03 +1.0267E-01 +4.5650E-02 +1.5032E+02 +1.3727E+03 +9.4651E-03 +4.9717E-03 +5.7213E-03 +3.2545E-03
+5.6330E+01 +7.3485E+02 +7.6841E+02 +1.0199E-01 +4.5342E-02 +1.1082E+02 +6.5742E+02 +9.5095E-03 +4.9946E-03 +5.7384E-03 +3.2642E-03
+5.6360E+01 +3.3258E+02 +4.1468E+02 +1.0131E-01 +4.5038E-02 +8.4961E+01 +3.2955E+02 +9.5542E-03 +5.0177E-03 +5.7556E-03 +3.2738E-03
+5.6390E+01 +2.2732E+02 +2.5713E+02 +1.0064E-01 +4.4737E-02 +6.7145E+01 +1.8981E+02 +9.5993E-03 +5.0410E-03 +5.7729E-03 +3.2836E-03
+5.6420E+01 +1.6615E+02 +1.7615E+02 +9.9982E-02 +4.4439E-02 +5.4370E+01 +1.2161E+02 +9.6447E-03 +5.0645E-03 +5.7903E-03 +3.2933E-03
+5.6450E+01 +1.5088E+02 +1.2912E+02 +9.9327E-02 +4.4143E-02 +4.4908E+01 +8.4046E+01 +9.6903E-03 +5.0881E-03 +5.8078E-03 +3.3032E-03
+5.6480E+01 +1.2301E+02 +9.9247E+01 +9.8678E-02 +4.3851E-02 +3.7709E+01 +6.1371E+01 +9.7364E-03 +5.1119E-03 +5.8253E-03 +3.3130E-03
+5.6510E+01 +7.8046E+01 +7.8977E+01 +9.8036E-02 +4.3561E-02 +3.2106E+01 +4.6705E+01 +9.7827E-03 +5.1358E-03 +5.8429E-03 +3.3229E-03
+5.6540E+01 +6.9078E+01 +6.4527E+01 +9.7400E-02 +4.3275E-02 +2.7662E+01 +3.6700E+01 +9.8294E-03 +5.1599E-03 +5.8606E-03 +3.3329E-03
+5.6570E+01 +6.0112E+01 +5.3823E+01 +9.6770E-02 +4.2991E-02 +2.4079E+01 +2.9580E+01 +9.8764E-03 +5.1842E-03 +5.8784E-03 +3.3428E-03
+5.6600E+01 +4.6643E+01 +4.5651E+01 +9.6146E-02 +4.2710E-02 +2.1148E+01 +2.4340E+01 +9.9237E-03 +5.2087E-03 +5.8962E-03 +3.3529E-03
+5.6630E+01 +5.3875E+01 +3.9256E+01 +9.5529E-02 +4.2432E-02 +1.8720E+01 +2.0373E+01 +9.9714E-03 +5.2333E-03 +5.9141E-03 +3.3630E-03
+5.6660E+01 +4.3108E+01 +3.4149E+01 +9.4917E-02 +4.2156E-02 +1.6687E+01 +1.7300E+01 +1.0019E-02 +5.2581E-03 +5.9321E-03 +3.3731E-03
+5.6690E+01 +4.7639E+01 +3.0000E+01 +9.4311E-02 +4.1883E-02 +1.4968E+01 +1.4871E+01 +1.0068E-02 +5.2831E-03 +5.9502E-03 +3.3833E-03
+5.6720E+01 +5.0372E+01 +2.6580E+01 +9.3711E-02 +4.1613E-02 +1.3500E+01 +1.2919E+01 +1.0117E-02 +5.3082E-03 +5.9684E-03 +3.3935E-03
+5.6750E+01 +4.6805E+01 +2.3725E+01 +9.3116E-02 +4.1345E-02 +1.2239E+01 +1.1327E+01 +1.0166E-02 +5.3336E-03 +5.9867E-03 +3.4038E-03
+5.6780E+01 +4.5036E+01 +2.1315E+01 +9.2528E-02 +4.1080E-02 +1.1146E+01 +1.0011E+01 +1.0215E-02 +5.3591E-03 +6.0050E-03 +3.4141E-03
+5.6810E+01 +3.3368E+01 +1.9262E+01 +9.1944E-02 +4.0818E-02 +1.0193E+01 +8.9116E+00 +1.0265E-02 +5.3848E-03 +6.0235E-03 +3.4244E-03
+5.6840E+01 +2.8001E+01 +1.7497E+01 +9.1367E-02 +4.0558E-02 +9.3567E+00 +7.9836E+00 +1.0315E-02 +5.4107E-03 +6.0420E-03 +3.4348E-03
+5.6870E+01 +3.2532E+01 +1.5969E+01 +9.0794E-02 +4.0300E-02 +8.6195E+00 +7.1931E+00 +1.0366E-02 +5.4368E-03 +6.0606E-03 +3.4453E-03
+5.6900E+01 +2.7166E+01 +1.4636E+01 +9.0227E-02 +4.0045E-02 +7.9660E+00 +6.5144E+00 +1.0417E-02 +5.4630E-03 +6.0793E-03 +3.4558E-03
+5.6930E+01 +3.3497E+01 +1.3466E+01 +8.9666E-02 +3.9793E-02 +7.3841E+00 +5.9272E+00 +1.0468E-02 +5.4895E-03 +6.0980E-03 +3.4663E-03
+5.6960E+01 +3.3530E+01 +1.2434E+01 +8.9109E-02 +3.9542E-02 +6.8636E+00 +5.4160E+00 +1.0520E-02 +5.5161E-03 +6.1169E-03 +3.4769E-03
+5.6990E+01 +3.4462E+01 +1.1518E+01 +8.8558E-02 +3.9294E-02 +6.3962E+00 +4.9680E+00 +1.0572E-02 +5.5430E-03 +6.1358E-03 +3.4876E-03
+5.7020E+01 +2.9095E+01 +1.0701E+01 +8.8012E-02 +3.9049E-02 +5.9750E+00 +4.5734E+00 +1.0624E-02 +5.5700E-03 +6.1549E-03 +3.4983E-03
+5.7050E+01 +1.5626E+01 +9.9702E+00 +8.7471E-02 +3.8805E-02 +5.5940E+00 +4.2240E+00 +1.0677E-02 +5.5972E-03 +6.1740E-03 +3.5090E-03
+5.7080E+01 +3.3657E+01 +9.3130E+00 +8.6935E-02 +3.8564E-02 +5.2483E+00 +3.9131E+00 +1.0730E-02 +5.6247E-03 +6.1932E-03 +3.5198E-03
+5.7110E+01 +1.9291E+01 +8.7199E+00 +8.6403E-02 +3.8326E-02 +4.9337E+00 +3.6353E+00 +1.0784E-02 +5.6523E-03 +6.2125E-03 +3.5307E-03
+5.7140E+01 +2.2923E+01 +8.1828E+00 +8.5877E-02 +3.8089E-02 +4.6466E+00 +3.3860E+00 +1.0838E-02 +5.6802E-03 +6.2319E-03 +3.5416E-03
+5.7170E+01 +2.7455E+01 +7.6949E+00 +8.5355E-02 +3.7855E-02 +4.3837E+00 +3.1615E+00 +1.0892E-02 +5.7082E-03 +6.2514E-03 +3.5525E-03
+5.7200E+01 +3.9188E+01 +7.2502E+00 +8.4839E-02 +3.7622E-02 +4.1426E+00 +2.9586E+00 +1.0947E-02 +5.7365E-03 +6.2710E-03 +3.5635E-03
+5.7230E+01 +2.3919E+01 +6.8438E+00 +8.4326E-02 +3.7392E-02 +3.9208E+00 +2.7746E+00 +1.1002E-02 +5.7649E-03 +6.2907E-03 +3.5745E-03
+5.7260E+01 +2.4851E+01 +6.4714E+00 +8.3819E-02 +3.7164E-02 +3.7164E+00 +2.6073E+00 +1.1058E-02 +5.7936E-03 +6.3104E-03 +3.5856E-03
+5.7290E+01 +2.0384E+01 +6.1292E+00 +8.3316E-02 +3.6938E-02 +3.5275E+00 +2.4546E+00 +1.1114E-02 +5.8225E-03 +6.3303E-03 +3.5968E-03
+5.7320E+01 +1.8617E+01 +5.8141E+00 +8.2817E-02 +3.6714E-02 +3.3527E+00 +2.3150E+00 +1.1171E-02 +5.8516E-03 +6.3502E-03 +3.6080E-03
+5.7350E+01 +2.0449E+01 +5.5233E+00 +8.2323E-02 +3.6492E-02 +3.1905E+00 +2.1869E+00 +1.1228E-02 +5.8810E-03 +6.3703E-03 +3.6193E-03
+5.7380E+01 +2.1380E+01 +5.2543E+00 +8.1834E-02 +3.6273E-02 +3.0398E+00 +2.0692E+00 +1.1285E-02 +5.9105E-03 +6.3904E-03 +3.6306E-03
+5.7410E+01 +3.0413E+01 +5.0050E+00 +8.1349E-02 +3.6055E-02 +2.8996E+00 +1.9607E+00 +1.1343E-02 +5.9403E-03 +6.4106E-03 +3.6419E-03
+5.7440E+01 +2.4144E+01 +4.7735E+00 +8.0868E-02 +3.5839E-02 +2.7688E+00 +1.8606E+00 +1.1401E-02 +5.9703E-03 +6.4310E-03 +3.6533E-03
+5.7470E+01 +9.7780E+00 +4.5582E+00 +8.0391E-02 +3.5625E-02 +2.6467E+00 +1.7679E+00 +1.1460E-02 +6.0005E-03 +6.4514E-03 +3.6648E-03
+5.7500E+01 +1.7011E+01 +4.3575E+00 +7.9918E-02 +3.5413E-02 +2.5325E+00 +1.6819E+00 +1.1519E-02 +6.0310E-03 +6.4719E-03 +3.6763E-03
+5.7530E+01 +1.4342E+01 +4.1701E+00 +7.9450E-02 +3.5203E-02 +2.4255E+00 +1.6021E+00 +1.1579E-02 +6.0617E-03 +6.4925E-03 +3.6879E-03
+5.7560E+01 +2.5173E+01 +3.9949E+00 +7.8986E-02 +3.4994E-02 +2.3252E+00 +1.5279E+00 +1.1639E-02 +6.0926E-03 +6.5133E-03 +3.6995E-03
+5.7590E+01 +1.8906E+01 +3.8309E+00 +7.8526E-02 +3.4788E-02 +2.2309E+00 +1.4586E+00 +1.1699E-02 +6.1238E-03 +6.5341E-03 +3.7112E-03
+5.7620E+01 +1.9838E+01 +3.6772E+00 +7.8070E-02 +3.4583E-02 +2.1423E+00 +1.3940E+00 +1.1760E-02 +6.1552E-03 +6.5550E-03 +3.7230E-03
+5.7650E+01 +1.9871E+01 +3.5327E+00 +7.7617E-02 +3.4380E-02 +2.0588E+00 +1.3336E+00 +1.1822E-02 +6.1868E-03 +6.5760E-03 +3.7348E-03
+5.7680E+01 +2.0803E+01 +3.3970E+00 +7.7169E-02 +3.4179E-02 +1.9802E+00 +1.2770E+00 +1.1884E-02 +6.2187E-03 +6.5972E-03 +3.7466E-03
+5.7710E+01 +1.5435E+01 +3.2692E+00 +7.6725E-02 +3.3980E-02 +1.9059E+00 +1.2240E+00 +1.1947E-02 +6.2509E-03 +6.6184E-03 +3.7585E-03
+5.7740E+01 +1.6367E+01 +3.1487E+00 +7.6284E-02 +3.3782E-02 +1.8358E+00 +1.1741E+00 +1.2010E-02 +6.2833E-03 +6.6397E-03 +3.7705E-03
+5.7770E+01 +1.6400E+01 +3.0350E+00 +7.5847E-02 +3.3586E-02 +1.7694E+00 +1.1273E+00 +1.2073E-02 +6.3159E-03 +6.6611E-03 +3.7825E-03
+5.7800E+01 +2.0931E+01 +2.9276E+00 +7.5414E-02 +3.3392E-02 +1.7066E+00 +1.0832E+00 +1.2137E-02 +6.3488E-03 +6.6827E-03 +3.7946E-03
+5.7830E+01 +1.5565E+01 +2.8260E+00 +7.4985E-02 +3.3200E-02 +1.6471E+00 +1.0417E+00 +1.2202E-02 +6.3819E-03 +6.7043E-03 +3.8067E-03
+5.7860E+01 +7.4960E+00 +2.7299E+00 +7.4559E-02 +3.3009E-02 +1.5906E+00 +1.0025E+00 +1.2267E-02 +6.4154E-03 +6.7261E-03 +3.8189E-03
+5.7890E+01 +1.4729E+01 +2.6387E+00 +7.4137E-02 +3.2820E-02 +1.5370E+00 +9.6543E-01 +1.2332E-02 +6.4490E-03 +6.7479E-03 +3.8312E-03
+5.7920E+01 +1.7460E+01 +2.5523E+00 +7.3719E-02 +3.2632E-02 +1.4861E+00 +9.3041E-01 +1.2398E-02 +6.4830E-03 +6.7699E-03 +3.8435E-03
+5.7950E+01 +1.4793E+01 +2.4702E+00 +7.3304E-02 +3.2446E-02 +1.4376E+00 +8.9726E-01 +1.2465E-02 +6.5172E-03 +6.7919E-03 +3.8559E-03
+5.7980E+01 +1.7525E+01 +2.3922E+00 +7.2892E-02 +3.2262E-02 +1.3915E+00 +8.6585E-01 +1.2532E-02 +6.5517E-03 +6.8141E-03 +3.8683E-03
+5.8010E+01 +2.0257E+01 +2.3181E+00 +7.2484E-02 +3.2079E-02 +1.3475E+00 +8.3606E-01 +1.2600E-02 +6.5864E-03 +6.8364E-03 +3.8808E-03
+5.8040E+01 +2.3889E+01 +2.2474E+00 +7.2080E-02 +3.1898E-02 +1.3056E+00 +8.0778E-01 +1.2668E-02 +6.6215E-03 +6.8588E-03 +3.8934E-03
+5.8070E+01 +2.4822E+01 +2.1802E+00 +7.1678E-02 +3.1718E-02 +1.2657E+00 +7.8092E-01 +1.2737E-02 +6.6568E-03 +6.8813E-03 +3.9060E-03
+5.8100E+01 +1.4954E+01 +2.1160E+00 +7.1280E-02 +3.1540E-02 +1.2275E+00 +7.5537E-01 +1.2806E-02 +6.6924E-03 +6.9039E-03 +3.9187E-03
+5.8130E+01 +1.3185E+01 +2.0548E+00 +7.0886E-02 +3.1363E-02 +1.1910E+00 +7.3105E-01 +1.2876E-02 +6.7283E-03 +6.9266E-03 +3.9314E-03
+5.8160E+01 +1.3219E+01 +1.9964E+00 +7.0495E-02 +3.1188E-02 +1.1562E+00 +7.0789E-01 +1.2947E-02 +6.7644E-03 +6.9495E-03 +3.9442E-03
+5.8190E+01 +1.9550E+01 +1.9405E+00 +7.0106E-02 +3.1014E-02 +1.1228E+00 +6.8581E-01 +1.3018E-02 +6.8009E-03 +6.9724E-03 +3.9571E-03
+5.8220E+01 +1.5983E+01 +1.8871E+00 +6.9722E-02 +3.0842E-02 +1.0909E+00 +6.6475E-01 +1.3090E-02 +6.8377E-03 +6.9955E-03 +3.9700E-03
+5.8250E+01 +3.0416E+01 +1.8360E+00 +6.9340E-02 +3.0671E-02 +1.0603E+00 +6.4465E-01 +1.3162E-02 +6.8747E-03 +7.0186E-03 +3.9830E-03
+5.8280E+01 +1.7847E+01 +1.7871E+00 +6.8961E-02 +3.0502E-02 +1.0310E+00 +6.2544E-01 +1.3235E-02 +6.9121E-03 +7.0419E-03 +3.9961E-03
+5.8310E+01 +1.2479E+01 +1.7402E+00 +6.8586E-02 +3.0334E-02 +1.0029E+00 +6.0708E-01 +1.3308E-02 +6.9498E-03 +7.0653E-03 +4.0092E-03
+5.8340E+01 +1.6112E+01 +1.6953E+00 +6.8213E-02 +3.0167E-02 +9.7589E-01 +5.8952E-01 +1.3382E-02 +6.9877E-03 +7.0889E-03 +4.0224E-03
+5.8370E+01 +8.0430E+00 +1.6522E+00 +6.7844E-02 +3.0002E-02 +9.4998E-01 +5.7271E-01 +1.3457E-02 +7.0260E-03 +7.1125E-03 +4.0356E-03
+5.8400E+01 +1.5276E+01 +1.6108E+00 +6.7477E-02 +2.9838E-02 +9.2509E-01 +5.5660E-01 +1.3532E-02 +7.0646E-03 +7.1363E-03 +4.0489E-03
+5.8430E+01 +1.0808E+01 +1.5711E+00 +6.7114E-02 +2.9675E-02 +9.0117E-01 +5.4117E-01 +1.3608E-02 +7.1036E-03 +7.1602E-03 +4.0623E-03
+5.8460E+01 +1.7141E+01 +1.5329E+00 +6.6753E-02 +2.9514E-02 +8.7816E-01 +5.2637E-01 +1.3685E-02 +7.1428E-03 +7.1842E-03 +4.0758E-03
+5.8490E+01 +1.9873E+01 +1.4962E+00 +6.6396E-02 +2.9354E-02 +8.5602E-01 +5.1217E-01 +1.3762E-02 +7.1824E-03 +7.2083E-03 +4.0893E-03
+5.8520E+01 +2.1706E+01 +1.4609E+00 +6.6041E-02 +2.9195E-02 +8.3470E-01 +4.9853E-01 +1.3840E-02 +7.2223E-03 +7.2325E-03 +4.1029E-03
+5.8550E+01 +2.8937E+01 +1.4269E+00 +6.5689E-02 +2.9038E-02 +8.1418E-01 +4.8543E-01 +1.3919E-02 +7.2625E-03 +7.2569E-03 +4.1165E-03
+5.8580E+01 +1.9969E+01 +1.3942E+00 +6.5340E-02 +2.8881E-02 +7.9440E-01 +4.7284E-01 +1.3998E-02 +7.3031E-03 +7.2814E-03 +4.1302E-03
+5.8610E+01 +2.0901E+01 +1.3627E+00 +6.4994E-02 +2.8727E-02 +7.7533E-01 +4.6074E-01 +1.4078E-02 +7.3440E-03 +7.3060E-03 +4.1440E-03
+5.8640E+01 +1.5534E+01 +1.3323E+00 +6.4650E-02 +2.8573E-02 +7.5694E-01 +4.4909E-01 +1.4159E-02 +7.3853E-03 +7.3307E-03 +4.1579E-03
+5.8670E+01 +1.1966E+01 +1.3030E+00 +6.4309E-02 +2.8421E-02 +7.3920E-01 +4.3788E-01 +1.4240E-02 +7.4269E-03 +7.3556E-03 +4.1718E-03
+5.8700E+01 +1.6498E+01 +1.2748E+00 +6.3971E-02 +2.8269E-02 +7.2207E-01 +4.2709E-01 +1.4322E-02 +7.4688E-03 +7.3806E-03 +4.1858E-03
+5.8730E+01 +1.8331E+01 +1.2475E+00 +6.3635E-02 +2.8119E-02 +7.0553E-01 +4.1669E-01 +1.4405E-02 +7.5111E-03 +7.4057E-03 +4.1999E-03
+5.8760E+01 +1.1162E+01 +1.2212E+00 +6.3302E-02 +2.7971E-02 +6.8956E-01 +4.0666E-01 +1.4488E-02 +7.5538E-03 +7.4310E-03 +4.2140E-03
+5.8790E+01 +2.1095E+01 +1.1958E+00 +6.2972E-02 +2.7823E-02 +6.7412E-01 +3.9699E-01 +1.4572E-02 +7.5969E-03 +7.4563E-03 +4.2282E-03
+5.8820E+01 +1.3926E+01 +1.1712E+00 +6.2644E-02 +2.7677E-02 +6.5919E-01 +3.8767E-01 +1.4657E-02 +7.6403E-03 +7.4818E-03 +4.2425E-03
+5.8850E+01 +2.2959E+01 +1.1475E+00 +6.2319E-02 +2.7531E-02 +6.4476E-01 +3.7866E-01 +1.4743E-02 +7.6841E-03 +7.5075E-03 +4.2568E-03
+5.8880E+01 +1.7591E+01 +1.1245E+00 +6.1997E-02 +2.7387E-02 +6.3079E-01 +3.6997E-01 +1.4829E-02 +7.7282E-03 +7.5333E-03 +4.2713E-03
+5.8910E+01 +8.6240E+00 +1.1023E+00 +6.1676E-02 +2.7244E-02 +6.1727E-01 +3.6157E-01 +1.4917E-02 +7.7728E-03 +7.5592E-03 +4.2858E-03
+5.8940E+01 +1.7655E+01 +1.0808E+00 +6.1359E-02 +2.7102E-02 +6.0418E-01 +3.5346E-01 +1.5005E-02 +7.8177E-03 +7.5852E-03 +4.3003E-03
+5.8970E+01 +8.6890E+00 +1.0600E+00 +6.1043E-02 +2.6961E-02 +5.9151E-01 +3.4562E-01 +1.5093E-02 +7.8630E-03 +7.6114E-03 +4.3150E-03
+5.9000E+01 +2.4920E+01 +1.0399E+00 +6.0731E-02 +2.6822E-02 +5.7922E-01 +3.3803E-01 +1.5183E-02 +7.9087E-03 +7.6377E-03 +4.3297E-03
+5.9030E+01 +1.2353E+01 +1.0204E+00 +6.0420E-02 +2.6683E-02 +5.6732E-01 +3.3069E-01 +1.5273E-02 +7.9549E-03 +7.6641E-03 +4.3445E-03
+5.9060E+01 +1.3284E+01 +1.0014E+00 +6.0112E-02 +2.6546E-02 +5.5578E-01 +3.2359E-01 +1.5364E-02 +8.0014E-03 +7.6907E-03 +4.3594E-03
+5.9090E+01 +1.4218E+01 +9.8311E-01 +5.9807E-02 +2.6409E-02 +5.4459E-01 +3.1671E-01 +1.5456E-02 +8.0483E-03 +7.7174E-03 +4.3743E-03
+5.9120E+01 +9.7490E+00 +9.6534E-01 +5.9503E-02 +2.6274E-02 +5.3373E-01 +3.1005E-01 +1.5549E-02 +8.0957E-03 +7.7443E-03 +4.3894E-03
+5.9150E+01 +1.8780E+01 +9.4810E-01 +5.9202E-02 +2.6139E-02 +5.2320E-01 +3.0360E-01 +1.5643E-02 +8.1434E-03 +7.7713E-03 +4.4045E-03
+5.9180E+01 +2.0614E+01 +9.3138E-01 +5.8903E-02 +2.6006E-02 +5.1297E-01 +2.9735E-01 +1.5737E-02 +8.1916E-03 +7.7984E-03 +4.4197E-03
+5.9210E+01 +1.1647E+01 +9.1514E-01 +5.8607E-02 +2.5873E-02 +5.0304E-01 +2.9129E-01 +1.5832E-02 +8.2402E-03 +7.8257E-03 +4.4349E-03
+5.9240E+01 +1.6178E+01 +8.9938E-01 +5.8313E-02 +2.5742E-02 +4.9340E-01 +2.8541E-01 +1.5929E-02 +8.2893E-03 +7.8531E-03 +4.4503E-03
+5.9270E+01 +2.1611E+01 +8.8408E-01 +5.8020E-02 +2.5612E-02 +4.8403E-01 +2.7971E-01 +1.6026E-02 +8.3388E-03 +7.8807E-03 +4.4657E-03
+5.9300E+01 +1.8042E+01 +8.6922E-01 +5.7731E-02 +2.5482E-02 +4.7492E-01 +2.7418E-01 +1.6124E-02 +8.3887E-03 +7.9084E-03 +4.4812E-03
+5.9330E+01 +1.8974E+01 +8.5477E-01 +5.7443E-02 +2.5354E-02 +4.6607E-01 +2.6881E-01 +1.6222E-02 +8.4391E-03 +7.9363E-03 +4.4968E-03
+5.9360E+01 +1.2707E+01 +8.4073E-01 +5.7157E-02 +2.5227E-02 +4.5747E-01 +2.6359E-01 +1.6322E-02 +8.4899E-03 +7.9643E-03 +4.5124E-03
+5.9390E+01 +1.3638E+01 +8.2709E-01 +5.6874E-02 +2.5100E-02 +4.4910E-01 +2.5853E-01 +1.6423E-02 +8.5412E-03 +7.9925E-03 +4.5282E-03
+5.9420E+01 +1.6371E+01 +8.1382E-01 +5.6592E-02 +2.4975E-02 +4.4096E-01 +2.5361E-01 +1.6525E-02 +8.5930E-03 +8.0208E-03 +4.5440E-03
+5.9450E+01 +1.7303E+01 +8.0091E-01 +5.6313E-02 +2.4850E-02 +4.3303E-01 +2.4883E-01 +1.6627E-02 +8.6452E-03 +8.0492E-03 +4.5599E-03
+5.9480E+01 +1.7336E+01 +7.8835E-01 +5.6036E-02 +2.4726E-02 +4.2532E-01 +2.4419E-01 +1.6731E-02 +8.6979E-03 +8.0778E-03 +4.5759E-03
+5.9510E+01 +1.6468E+01 +7.7614E-01 +5.5761E-02 +2.4604E-02 +4.1782E-01 +2.3967E-01 +1.6835E-02 +8.7511E-03 +8.1066E-03 +4.5920E-03
+5.9540E+01 +1.9201E+01 +7.6424E-01 +5.5488E-02 +2.4482E-02 +4.1051E-01 +2.3528E-01 +1.6941E-02 +8.8048E-03 +8.1355E-03 +4.6082E-03
+5.9570E+01 +1.4732E+01 +7.5266E-01 +5.5217E-02 +2.4361E-02 +4.0339E-01 +2.3100E-01 +1.7047E-02 +8.8590E-03 +8.1646E-03 +4.6244E-03
+5.9600E+01 +1.9265E+01 +7.4139E-01 +5.4947E-02 +2.4241E-02 +3.9645E-01 +2.2685E-01 +1.7155E-02 +8.9137E-03 +8.1938E-03 +4.6408E-03
+5.9630E+01 +1.6596E+01 +7.3041E-01 +5.4680E-02 +2.4122E-02 +3.8969E-01 +2.2280E-01 +1.7263E-02 +8.9689E-03 +8.2232E-03 +4.6572E-03
+5.9660E+01 +1.9329E+01 +7.1971E-01 +5.4415E-02 +2.4004E-02 +3.8311E-01 +2.1886E-01 +1.7373E-02 +9.0246E-03 +8.2528E-03 +4.6737E-03
+5.9690E+01 +1.9361E+01 +7.0928E-01 +5.4152E-02 +2.3886E-02 +3.7669E-01 +2.1502E-01 +1.7483E-02 +9.0808E-03 +8.2825E-03 +4.6903E-03
+5.9720E+01 +2.1194E+01 +6.9912E-01 +5.3890E-02 +2.3770E-02 +3.7042E-01 +2.1129E-01 +1.7595E-02 +9.1376E-03 +8.3123E-03 +4.7070E-03
+5.9750E+01 +1.4025E+01 +6.8922E-01 +5.3631E-02 +2.3654E-02 +3.6432E-01 +2.0765E-01 +1.7708E-02 +9.1949E-03 +8.3424E-03 +4.7238E-03
+5.9780E+01 +1.4059E+01 +6.7956E-01 +5.3373E-02 +2.3539E-02 +3.5836E-01 +2.0410E-01 +1.7821E-02 +9.2527E-03 +8.3726E-03 +4.7406E-03
+5.9810E+01 +2.1290E+01 +6.7015E-01 +5.3117E-02 +2.3425E-02 +3.5255E-01 +2.0065E-01 +1.7936E-02 +9.3111E-03 +8.4029E-03 +4.7576E-03
+5.9840E+01 +1.0523E+01 +6.6096E-01 +5.2863E-02 +2.3312E-02 +3.4688E-01 +1.9728E-01 +1.8052E-02 +9.3700E-03 +8.4334E-03 +4.7746E-03
+5.9870E+01 +1.0555E+01 +6.5200E-01 +5.2611E-02 +2.3200E-02 +3.4134E-01 +1.9399E-01 +1.8170E-02 +9.4295E-03 +8.4641E-03 +4.7918E-03
+5.9900E+01 +1.6887E+01 +6.4326E-01 +5.2361E-02 +2.3088E-02 +3.3594E-01 +1.9079E-01 +1.8288E-02 +9.4896E-03 +8.4950E-03 +4.8090E-03
+5.9930E+01 +1.5119E+01 +6.3472E-01 +5.2112E-02 +2.2977E-02 +3.3066E-01 +1.8766E-01 +1.8407E-02 +9.5502E-03 +8.5260E-03 +4.8263E-03
+5.9960E+01 +1.7852E+01 +6.2639E-01 +5.1865E-02 +2.2867E-02 +3.2551E-01 +1.8462E-01 +1.8528E-02 +9.6114E-03 +8.5572E-03 +4.8437E-03
+5.9990E+01 +1.6983E+01 +6.1826E-01 +5.1620E-02 +2.2758E-02 +3.2047E-01 +1.8164E-01 +1.8650E-02 +9.6732E-03 +8.5886E-03 +4.8613E-03
+6.0020E+01 +1.7917E+01 +6.1032E-01 +5.1377E-02 +2.2650E-02 +3.1555E-01 +1.7874E-01 +1.8773E-02 +9.7356E-03 +8.6201E-03 +4.8789E-03
+6.0050E+01 +1.2548E+01 +6.0257E-01 +5.1135E-02 +2.2542E-02 +3.1075E-01 +1.7590E-01 +1.8897E-02 +9.7987E-03 +8.6518E-03 +4.8966E-03
+6.0080E+01 +1.8880E+01 +5.9500E-01 +5.0895E-02 +2.2435E-02 +3.0605E-01 +1.7314E-01 +1.9023E-02 +9.8623E-03 +8.6837E-03 +4.9144E-03
+6.0110E+01 +2.4312E+01 +5.8760E-01 +5.0657E-02 +2.2329E-02 +3.0146E-01 +1.7043E-01 +1.9149E-02 +9.9265E-03 +8.7158E-03 +4.9323E-03
+6.0140E+01 +1.3544E+01 +5.8037E-01 +5.0421E-02 +2.2224E-02 +2.9697E-01 +1.6779E-01 +1.9277E-02 +9.9914E-03 +8.7480E-03 +4.9503E-03
+6.0170E+01 +1.5377E+01 +5.7331E-01 +5.0186E-02 +2.2119E-02 +2.9258E-01 +1.6521E-01 +1.9407E-02 +1.0057E-02 +8.7804E-03 +4.9684E-03
+6.0200E+01 +1.2708E+01 +5.6641E-01 +4.9953E-02 +2.2016E-02 +2.8829E-01 +1.6269E-01 +1.9537E-02 +1.0123E-02 +8.8130E-03 +4.9866E-03
+6.0230E+01 +1.4542E+01 +5.5966E-01 +4.9721E-02 +2.1912E-02 +2.8409E-01 +1.6023E-01 +1.9669E-02 +1.0190E-02 +8.8458E-03 +5.0049E-03
+6.0260E+01 +1.5473E+01 +5.5307E-01 +4.9491E-02 +2.1810E-02 +2.7998E-01 +1.5782E-01 +1.9802E-02 +1.0257E-02 +8.8788E-03 +5.0232E-03
+6.0290E+01 +2.2706E+01 +5.4662E-01 +4.9262E-02 +2.1708E-02 +2.7596E-01 +1.5547E-01 +1.9937E-02 +1.0326E-02 +8.9119E-03 +5.0417E-03
+6.0320E+01 +1.9139E+01 +5.4031E-01 +4.9036E-02 +2.1607E-02 +2.7203E-01 +1.5317E-01 +2.0073E-02 +1.0394E-02 +8.9453E-03 +5.0603E-03
