# Number of peaks = 8
# Fitting results:
# pktyp	 xm	 amp	 width	 area
# L	 47.31	 6020.0 	 0.07428	 697.9
# L	 47.44	 2970.0 	 0.0695	 321.9
# L	 56.13	 3130.0 	 0.0782	 383.5
# L	 56.28	 1670.0 	 0.07735	 202.3
# L	 69.13	 632.0 	 0.09931	 98.08
# L	 69.33	 340.0 	 0.09969	 52.96
# L	 76.37	 972.0 	 0.0974	 144.4
# L	 76.6	 553.0 	 0.09849	 82.74
# 
# 2theta	I	pksum	pk1	pk2	pk3	pk4	pk5	pk6	pk7	pk8
+5.2070E+01 +1.1178E+01 +9.7893E-01 +3.6594E-01 +1.6702E-01 +2.9088E-01 +1.4078E-01 +5.3534E-03 +2.8339E-03 +3.9031E-03 +2.2288E-03
+5.2100E+01 +1.9310E+01 +9.7864E-01 +3.6137E-01 +1.6488E-01 +2.9523E-01 +1.4280E-01 +5.3722E-03 +2.8438E-03 +3.9127E-03 +2.2343E-03
+5.2130E+01 +1.3943E+01 +9.7862E-01 +3.5689E-01 +1.6278E-01 +2.9968E-01 +1.4487E-01 +5.3912E-03 +2.8537E-03 +3.9224E-03 +2.2398E-03
+5.2160E+01 +1.0375E+01 +9.7888E-01 +3.5249E-01 +1.6072E-01 +3.0423E-01 +1.4699E-01 +5.4103E-03 +2.8637E-03 +3.9321E-03 +2.2453E-03
+5.2190E+01 +2.3006E+01 +9.7940E-01 +3.4817E-01 +1.5869E-01 +3.0888E-01 +1.4915E-01 +5.4295E-03 +2.8737E-03 +3.9419E-03 +2.2508E-03
+5.2220E+01 +2.3039E+01 +9.8020E-01 +3.4394E-01 +1.5671E-01 +3.1365E-01 +1.5136E-01 +5.4488E-03 +2.8838E-03 +3.9517E-03 +2.2563E-03
+5.2250E+01 +2.3972E+01 +9.8127E-01 +3.3977E-01 +1.5476E-01 +3.1852E-01 +1.5362E-01 +5.4681E-03 +2.8939E-03 +3.9615E-03 +2.2619E-03
+5.2280E+01 +9.6030E+00 +9.8261E-01 +3.3569E-01 +1.5285E-01 +3.2351E-01 +1.5594E-01 +5.4876E-03 +2.9041E-03 +3.9714E-03 +2.2675E-03
+5.2310E+01 +1.5935E+01 +9.8424E-01 +3.3168E-01 +1.5098E-01 +3.2861E-01 +1.5830E-01 +5.5072E-03 +2.9144E-03 +3.9813E-03 +2.2731E-03
+5.2340E+01 +8.7680E+00 +9.8615E-01 +3.2773E-01 +1.4914E-01 +3.3384E-01 +1.6072E-01 +5.5269E-03 +2.9247E-03 +3.9913E-03 +2.2787E-03
+5.2370E+01 +6.1000E+00 +9.8834E-01 +3.2386E-01 +1.4733E-01 +3.3920E-01 +1.6319E-01 +5.5467E-03 +2.9350E-03 +4.0012E-03 +2.2844E-03
+5.2400E+01 +1.1532E+01 +9.9083E-01 +3.2006E-01 +1.4555E-01 +3.4468E-01 +1.6572E-01 +5.5666E-03 +2.9454E-03 +4.0113E-03 +2.2900E-03
+5.2430E+01 +2.0565E+01 +9.9360E-01 +3.1632E-01 +1.4381E-01 +3.5030E-01 +1.6832E-01 +5.5867E-03 +2.9559E-03 +4.0213E-03 +2.2957E-03
+5.2460E+01 +1.3397E+01 +9.9667E-01 +3.1265E-01 +1.4210E-01 +3.5605E-01 +1.7097E-01 +5.6068E-03 +2.9664E-03 +4.0314E-03 +2.3014E-03
+5.2490E+01 +1.7928E+01 +1.0000E+00 +3.0904E-01 +1.4041E-01 +3.6195E-01 +1.7368E-01 +5.6270E-03 +2.9770E-03 +4.0416E-03 +2.3072E-03
+5.2520E+01 +7.1610E+00 +1.0037E+00 +3.0550E-01 +1.3876E-01 +3.6800E-01 +1.7646E-01 +5.6474E-03 +2.9876E-03 +4.0517E-03 +2.3129E-03
+5.2550E+01 +1.3493E+01 +1.0077E+00 +3.0201E-01 +1.3714E-01 +3.7420E-01 +1.7931E-01 +5.6678E-03 +2.9983E-03 +4.0619E-03 +2.3187E-03
+5.2580E+01 +1.8926E+01 +1.0120E+00 +2.9858E-01 +1.3554E-01 +3.8056E-01 +1.8223E-01 +5.6884E-03 +3.0091E-03 +4.0722E-03 +2.3245E-03
+5.2610E+01 +1.8058E+01 +1.0166E+00 +2.9522E-01 +1.3398E-01 +3.8708E-01 +1.8522E-01 +5.7091E-03 +3.0199E-03 +4.0825E-03 +2.3303E-03
+5.2640E+01 +1.8091E+01 +1.0216E+00 +2.9190E-01 +1.3244E-01 +3.9377E-01 +1.8828E-01 +5.7298E-03 +3.0307E-03 +4.0928E-03 +2.3361E-03
+5.2670E+01 +2.0822E+01 +1.0269E+00 +2.8865E-01 +1.3092E-01 +4.0063E-01 +1.9142E-01 +5.7508E-03 +3.0416E-03 +4.1032E-03 +2.3420E-03
+5.2700E+01 +2.0855E+01 +1.0325E+00 +2.8545E-01 +1.2944E-01 +4.0768E-01 +1.9464E-01 +5.7718E-03 +3.0526E-03 +4.1136E-03 +2.3479E-03
+5.2730E+01 +1.4587E+01 +1.0385E+00 +2.8230E-01 +1.2797E-01 +4.1491E-01 +1.9794E-01 +5.7929E-03 +3.0637E-03 +4.1240E-03 +2.3538E-03
+5.2760E+01 +2.0918E+01 +1.0448E+00 +2.7920E-01 +1.2653E-01 +4.2234E-01 +2.0133E-01 +5.8142E-03 +3.0748E-03 +4.1345E-03 +2.3597E-03
+5.2790E+01 +6.5510E+00 +1.0515E+00 +2.7615E-01 +1.2512E-01 +4.2997E-01 +2.0480E-01 +5.8355E-03 +3.0859E-03 +4.1450E-03 +2.3657E-03
+5.2820E+01 +2.4584E+01 +1.0585E+00 +2.7316E-01 +1.2373E-01 +4.3781E-01 +2.0837E-01 +5.8570E-03 +3.0971E-03 +4.1556E-03 +2.3716E-03
+5.2850E+01 +7.5160E+00 +1.0660E+00 +2.7021E-01 +1.2236E-01 +4.4586E-01 +2.1203E-01 +5.8786E-03 +3.1084E-03 +4.1662E-03 +2.3776E-03
+5.2880E+01 +1.2048E+01 +1.0738E+00 +2.6731E-01 +1.2102E-01 +4.5414E-01 +2.1578E-01 +5.9003E-03 +3.1198E-03 +4.1768E-03 +2.3836E-03
+5.2910E+01 +1.3880E+01 +1.0821E+00 +2.6445E-01 +1.1970E-01 +4.6265E-01 +2.1964E-01 +5.9222E-03 +3.1312E-03 +4.1875E-03 +2.3897E-03
+5.2940E+01 +1.1213E+01 +1.0907E+00 +2.6165E-01 +1.1839E-01 +4.7141E-01 +2.2360E-01 +5.9442E-03 +3.1427E-03 +4.1983E-03 +2.3958E-03
+5.2970E+01 +1.3945E+01 +1.0998E+00 +2.5888E-01 +1.1711E-01 +4.8041E-01 +2.2767E-01 +5.9662E-03 +3.1542E-03 +4.2090E-03 +2.4018E-03
+5.3000E+01 +1.2176E+01 +1.1093E+00 +2.5616E-01 +1.1585E-01 +4.8967E-01 +2.3185E-01 +5.9885E-03 +3.1658E-03 +4.2198E-03 +2.4080E-03
+5.3030E+01 +1.5809E+01 +1.1193E+00 +2.5348E-01 +1.1462E-01 +4.9921E-01 +2.3614E-01 +6.0108E-03 +3.1774E-03 +4.2307E-03 +2.4141E-03
+5.3060E+01 +2.0341E+01 +1.1297E+00 +2.5085E-01 +1.1340E-01 +5.0902E-01 +2.4056E-01 +6.0333E-03 +3.1892E-03 +4.2416E-03 +2.4202E-03
+5.3090E+01 +1.4074E+01 +1.1406E+00 +2.4825E-01 +1.1220E-01 +5.1913E-01 +2.4510E-01 +6.0558E-03 +3.2010E-03 +4.2525E-03 +2.4264E-03
+5.3120E+01 +1.4105E+01 +1.1520E+00 +2.4569E-01 +1.1101E-01 +5.2954E-01 +2.4978E-01 +6.0786E-03 +3.2128E-03 +4.2635E-03 +2.4326E-03
+5.3150E+01 +1.2338E+01 +1.1639E+00 +2.4318E-01 +1.0985E-01 +5.4027E-01 +2.5458E-01 +6.1014E-03 +3.2247E-03 +4.2745E-03 +2.4389E-03
+5.3180E+01 +1.1470E+01 +1.1764E+00 +2.4070E-01 +1.0871E-01 +5.5133E-01 +2.5953E-01 +6.1244E-03 +3.2367E-03 +4.2856E-03 +2.4451E-03
+5.3210E+01 +1.0602E+01 +1.1893E+00 +2.3826E-01 +1.0758E-01 +5.6273E-01 +2.6462E-01 +6.1475E-03 +3.2488E-03 +4.2967E-03 +2.4514E-03
+5.3240E+01 +1.6934E+01 +1.2029E+00 +2.3586E-01 +1.0647E-01 +5.7449E-01 +2.6987E-01 +6.1707E-03 +3.2609E-03 +4.3079E-03 +2.4577E-03
+5.3270E+01 +2.5967E+01 +1.2170E+00 +2.3349E-01 +1.0538E-01 +5.8662E-01 +2.7527E-01 +6.1941E-03 +3.2731E-03 +4.3190E-03 +2.4640E-03
+5.3300E+01 +2.5998E+01 +1.2317E+00 +2.3116E-01 +1.0430E-01 +5.9914E-01 +2.8083E-01 +6.2176E-03 +3.2854E-03 +4.3303E-03 +2.4704E-03
+5.3330E+01 +1.6132E+01 +1.2471E+00 +2.2886E-01 +1.0324E-01 +6.1206E-01 +2.8657E-01 +6.2412E-03 +3.2977E-03 +4.3416E-03 +2.4767E-03
+5.3360E+01 +1.1663E+01 +1.2631E+00 +2.2660E-01 +1.0220E-01 +6.2541E-01 +2.9248E-01 +6.2650E-03 +3.3101E-03 +4.3529E-03 +2.4831E-03
+5.3390E+01 +2.5196E+01 +1.2798E+00 +2.2437E-01 +1.0117E-01 +6.3920E-01 +2.9858E-01 +6.2889E-03 +3.3225E-03 +4.3643E-03 +2.4896E-03
+5.3420E+01 +1.5328E+01 +1.2972E+00 +2.2217E-01 +1.0016E-01 +6.5345E-01 +3.0487E-01 +6.3129E-03 +3.3351E-03 +4.3757E-03 +2.4960E-03
+5.3450E+01 +1.0861E+01 +1.3153E+00 +2.2001E-01 +9.9166E-02 +6.6818E-01 +3.1137E-01 +6.3371E-03 +3.3477E-03 +4.3871E-03 +2.5025E-03
+5.3480E+01 +1.9892E+01 +1.3342E+00 +2.1788E-01 +9.8184E-02 +6.8341E-01 +3.1807E-01 +6.3614E-03 +3.3604E-03 +4.3986E-03 +2.5090E-03
+5.3510E+01 +2.0824E+01 +1.3538E+00 +2.1578E-01 +9.7217E-02 +6.9917E-01 +3.2499E-01 +6.3859E-03 +3.3731E-03 +4.4102E-03 +2.5155E-03
+5.3540E+01 +1.9056E+01 +1.3743E+00 +2.1370E-01 +9.6263E-02 +7.1549E-01 +3.3214E-01 +6.4105E-03 +3.3860E-03 +4.4218E-03 +2.5221E-03
+5.3570E+01 +6.4890E+00 +1.3957E+00 +2.1166E-01 +9.5324E-02 +7.3238E-01 +3.3952E-01 +6.4352E-03 +3.3989E-03 +4.4334E-03 +2.5286E-03
+5.3600E+01 +2.0921E+01 +1.4179E+00 +2.0965E-01 +9.4399E-02 +7.4987E-01 +3.4716E-01 +6.4601E-03 +3.4118E-03 +4.4451E-03 +2.5352E-03
+5.3630E+01 +1.9154E+01 +1.4411E+00 +2.0766E-01 +9.3486E-02 +7.6800E-01 +3.5506E-01 +6.4851E-03 +3.4249E-03 +4.4569E-03 +2.5419E-03
+5.3660E+01 +6.5850E+00 +1.4653E+00 +2.0571E-01 +9.2587E-02 +7.8680E-01 +3.6323E-01 +6.5103E-03 +3.4380E-03 +4.4686E-03 +2.5485E-03
+5.3690E+01 +1.9217E+01 +1.4905E+00 +2.0378E-01 +9.1701E-02 +8.0629E-01 +3.7168E-01 +6.5356E-03 +3.4512E-03 +4.4805E-03 +2.5552E-03
+5.3720E+01 +1.1150E+01 +1.5167E+00 +2.0188E-01 +9.0828E-02 +8.2652E-01 +3.8044E-01 +6.5611E-03 +3.4645E-03 +4.4923E-03 +2.5619E-03
+5.3750E+01 +1.4781E+01 +1.5441E+00 +2.0000E-01 +8.9967E-02 +8.4752E-01 +3.8950E-01 +6.5867E-03 +3.4778E-03 +4.5043E-03 +2.5686E-03
+5.3780E+01 +2.1114E+01 +1.5727E+00 +1.9815E-01 +8.9118E-02 +8.6933E-01 +3.9890E-01 +6.6125E-03 +3.4912E-03 +4.5162E-03 +2.5754E-03
+5.3810E+01 +1.7546E+01 +1.6025E+00 +1.9633E-01 +8.8281E-02 +8.9199E-01 +4.0864E-01 +6.6384E-03 +3.5048E-03 +4.5282E-03 +2.5822E-03
+5.3840E+01 +2.0279E+01 +1.6336E+00 +1.9453E-01 +8.7456E-02 +9.1555E-01 +4.1873E-01 +6.6645E-03 +3.5183E-03 +4.5403E-03 +2.5890E-03
+5.3870E+01 +1.4911E+01 +1.6660E+00 +1.9276E-01 +8.6642E-02 +9.4005E-01 +4.2921E-01 +6.6907E-03 +3.5320E-03 +4.5524E-03 +2.5958E-03
+5.3900E+01 +1.0444E+01 +1.6999E+00 +1.9101E-01 +8.5840E-02 +9.6556E-01 +4.4009E-01 +6.7171E-03 +3.5457E-03 +4.5646E-03 +2.6027E-03
+5.3930E+01 +1.1375E+01 +1.7353E+00 +1.8928E-01 +8.5049E-02 +9.9211E-01 +4.5138E-01 +6.7437E-03 +3.5596E-03 +4.5768E-03 +2.6096E-03
+5.3960E+01 +1.9508E+01 +1.7723E+00 +1.8758E-01 +8.4268E-02 +1.0198E+00 +4.6312E-01 +6.7704E-03 +3.5735E-03 +4.5891E-03 +2.6165E-03
+5.3990E+01 +1.5940E+01 +1.8109E+00 +1.8590E-01 +8.3499E-02 +1.0486E+00 +4.7532E-01 +6.7972E-03 +3.5875E-03 +4.6014E-03 +2.6234E-03
+5.4020E+01 +1.9572E+01 +1.8513E+00 +1.8424E-01 +8.2740E-02 +1.0787E+00 +4.8801E-01 +6.8242E-03 +3.6015E-03 +4.6137E-03 +2.6304E-03
+5.4050E+01 +1.5104E+01 +1.8936E+00 +1.8260E-01 +8.1991E-02 +1.1101E+00 +5.0121E-01 +6.8514E-03 +3.6157E-03 +4.6261E-03 +2.6374E-03
+5.4080E+01 +2.0537E+01 +1.9379E+00 +1.8099E-01 +8.1252E-02 +1.1429E+00 +5.1496E-01 +6.8787E-03 +3.6299E-03 +4.6386E-03 +2.6445E-03
+5.4110E+01 +1.7868E+01 +1.9842E+00 +1.7940E-01 +8.0523E-02 +1.1771E+00 +5.2928E-01 +6.9063E-03 +3.6442E-03 +4.6511E-03 +2.6515E-03
+5.4140E+01 +3.3202E+01 +2.0327E+00 +1.7783E-01 +7.9804E-02 +1.2129E+00 +5.4420E-01 +6.9339E-03 +3.6586E-03 +4.6637E-03 +2.6586E-03
+5.4170E+01 +1.1633E+01 +2.0835E+00 +1.7627E-01 +7.9095E-02 +1.2504E+00 +5.5976E-01 +6.9618E-03 +3.6731E-03 +4.6763E-03 +2.6657E-03
+5.4200E+01 +1.7066E+01 +2.1368E+00 +1.7474E-01 +7.8395E-02 +1.2897E+00 +5.7601E-01 +6.9898E-03 +3.6877E-03 +4.6889E-03 +2.6729E-03
+5.4230E+01 +1.7998E+01 +2.1928E+00 +1.7323E-01 +7.7704E-02 +1.3308E+00 +5.9297E-01 +7.0179E-03 +3.7024E-03 +4.7016E-03 +2.6800E-03
+5.4260E+01 +1.9829E+01 +2.2515E+00 +1.7174E-01 +7.7022E-02 +1.3739E+00 +6.1069E-01 +7.0463E-03 +3.7171E-03 +4.7144E-03 +2.6872E-03
+5.4290E+01 +1.8062E+01 +2.3132E+00 +1.7027E-01 +7.6349E-02 +1.4191E+00 +6.2921E-01 +7.0748E-03 +3.7320E-03 +4.7272E-03 +2.6945E-03
+5.4320E+01 +1.9895E+01 +2.3780E+00 +1.6882E-01 +7.5685E-02 +1.4667E+00 +6.4859E-01 +7.1035E-03 +3.7469E-03 +4.7401E-03 +2.7017E-03
+5.4350E+01 +1.8127E+01 +2.4463E+00 +1.6738E-01 +7.5030E-02 +1.5166E+00 +6.6888E-01 +7.1324E-03 +3.7619E-03 +4.7530E-03 +2.7090E-03
+5.4380E+01 +1.9959E+01 +2.5181E+00 +1.6596E-01 +7.4383E-02 +1.5692E+00 +6.9014E-01 +7.1614E-03 +3.7770E-03 +4.7660E-03 +2.7164E-03
+5.4410E+01 +3.1691E+01 +2.5937E+00 +1.6456E-01 +7.3745E-02 +1.6245E+00 +7.1243E-01 +7.1906E-03 +3.7922E-03 +4.7790E-03 +2.7237E-03
+5.4440E+01 +1.2824E+01 +2.6734E+00 +1.6318E-01 +7.3114E-02 +1.6828E+00 +7.3581E-01 +7.2200E-03 +3.8075E-03 +4.7921E-03 +2.7311E-03
+5.4470E+01 +2.0055E+01 +2.7576E+00 +1.6182E-01 +7.2492E-02 +1.7443E+00 +7.6037E-01 +7.2496E-03 +3.8229E-03 +4.8052E-03 +2.7385E-03
+5.4500E+01 +2.9089E+01 +2.8464E+00 +1.6047E-01 +7.1878E-02 +1.8092E+00 +7.8617E-01 +7.2794E-03 +3.8384E-03 +4.8184E-03 +2.7459E-03
+5.4530E+01 +2.1020E+01 +2.9403E+00 +1.5914E-01 +7.1271E-02 +1.8778E+00 +8.1331E-01 +7.3093E-03 +3.8539E-03 +4.8317E-03 +2.7534E-03
+5.4560E+01 +2.2851E+01 +3.0396E+00 +1.5783E-01 +7.0672E-02 +1.9504E+00 +8.4189E-01 +7.3394E-03 +3.8696E-03 +4.8450E-03 +2.7609E-03
+5.4590E+01 +1.7484E+01 +3.1448E+00 +1.5653E-01 +7.0080E-02 +2.0273E+00 +8.7199E-01 +7.3697E-03 +3.8854E-03 +4.8583E-03 +2.7684E-03
+5.4620E+01 +2.0216E+01 +3.2562E+00 +1.5525E-01 +6.9496E-02 +2.1088E+00 +9.0374E-01 +7.4003E-03 +3.9012E-03 +4.8717E-03 +2.7760E-03
+5.4650E+01 +1.8449E+01 +3.3745E+00 +1.5398E-01 +6.8920E-02 +2.1953E+00 +9.3725E-01 +7.4309E-03 +3.9172E-03 +4.8852E-03 +2.7836E-03
+5.4680E+01 +2.0282E+01 +3.5001E+00 +1.5273E-01 +6.8350E-02 +2.2873E+00 +9.7266E-01 +7.4618E-03 +3.9332E-03 +4.8987E-03 +2.7912E-03
+5.4710E+01 +2.6614E+01 +3.6337E+00 +1.5150E-01 +6.7787E-02 +2.3852E+00 +1.0101E+00 +7.4929E-03 +3.9494E-03 +4.9123E-03 +2.7989E-03
+5.4740E+01 +1.7645E+01 +3.7760E+00 +1.5028E-01 +6.7232E-02 +2.4895E+00 +1.0498E+00 +7.5242E-03 +3.9656E-03 +4.9259E-03 +2.8066E-03
+5.4770E+01 +2.0378E+01 +3.9276E+00 +1.4907E-01 +6.6683E-02 +2.6008E+00 +1.0918E+00 +7.5557E-03 +3.9820E-03 +4.9396E-03 +2.8143E-03
+5.4800E+01 +2.5810E+01 +4.0895E+00 +1.4788E-01 +6.6141E-02 +2.7197E+00 +1.1364E+00 +7.5873E-03 +3.9984E-03 +4.9534E-03 +2.8220E-03
+5.4830E+01 +2.0442E+01 +4.2626E+00 +1.4670E-01 +6.5605E-02 +2.8470E+00 +1.1839E+00 +7.6192E-03 +4.0150E-03 +4.9672E-03 +2.8298E-03
+5.4860E+01 +1.1474E+01 +4.4478E+00 +1.4554E-01 +6.5076E-02 +2.9834E+00 +1.2343E+00 +7.6513E-03 +4.0317E-03 +4.9810E-03 +2.8376E-03
+5.4890E+01 +2.0507E+01 +4.6464E+00 +1.4439E-01 +6.4553E-02 +3.1298E+00 +1.2880E+00 +7.6835E-03 +4.0484E-03 +4.9950E-03 +2.8455E-03
+5.4920E+01 +2.0538E+01 +4.8596E+00 +1.4326E-01 +6.4037E-02 +3.2873E+00 +1.3453E+00 +7.7160E-03 +4.0653E-03 +5.0089E-03 +2.8534E-03
+5.4950E+01 +2.7772E+01 +5.0889E+00 +1.4213E-01 +6.3526E-02 +3.4570E+00 +1.4066E+00 +7.7487E-03 +4.0823E-03 +5.0230E-03 +2.8613E-03
+5.4980E+01 +3.0503E+01 +5.3361E+00 +1.4103E-01 +6.3022E-02 +3.6402E+00 +1.4721E+00 +7.7816E-03 +4.0994E-03 +5.0371E-03 +2.8692E-03
+5.5010E+01 +3.2334E+01 +5.6029E+00 +1.3993E-01 +6.2524E-02 +3.8383E+00 +1.5423E+00 +7.8147E-03 +4.1165E-03 +5.0512E-03 +2.8772E-03
+5.5040E+01 +3.0567E+01 +5.8914E+00 +1.3885E-01 +6.2031E-02 +4.0530E+00 +1.6176E+00 +7.8480E-03 +4.1338E-03 +5.0654E-03 +2.8852E-03
+5.5070E+01 +2.1600E+01 +6.2042E+00 +1.3777E-01 +6.1545E-02 +4.2862E+00 +1.6986E+00 +7.8815E-03 +4.1512E-03 +5.0797E-03 +2.8933E-03
+5.5100E+01 +1.8932E+01 +6.5439E+00 +1.3672E-01 +6.1064E-02 +4.5402E+00 +1.7858E+00 +7.9153E-03 +4.1688E-03 +5.0941E-03 +2.9013E-03
+5.5130E+01 +3.1565E+01 +6.9138E+00 +1.3567E-01 +6.0589E-02 +4.8174E+00 +1.8799E+00 +7.9492E-03 +4.1864E-03 +5.1085E-03 +2.9095E-03
+5.5160E+01 +1.8996E+01 +7.3175E+00 +1.3464E-01 +6.0119E-02 +5.1208E+00 +1.9817E+00 +7.9834E-03 +4.2041E-03 +5.1229E-03 +2.9176E-03
+5.5190E+01 +2.9828E+01 +7.7593E+00 +1.3361E-01 +5.9655E-02 +5.4538E+00 +2.0919E+00 +8.0178E-03 +4.2220E-03 +5.1374E-03 +2.9258E-03
+5.5220E+01 +3.0761E+01 +8.2441E+00 +1.3260E-01 +5.9196E-02 +5.8203E+00 +2.2116E+00 +8.0524E-03 +4.2399E-03 +5.1520E-03 +2.9340E-03
+5.5250E+01 +1.9094E+01 +8.7777E+00 +1.3160E-01 +5.8742E-02 +6.2250E+00 +2.3419E+00 +8.0873E-03 +4.2580E-03 +5.1667E-03 +2.9423E-03
+5.5280E+01 +3.0826E+01 +9.3669E+00 +1.3061E-01 +5.8294E-02 +6.6734E+00 +2.4840E+00 +8.1223E-03 +4.2762E-03 +5.1814E-03 +2.9505E-03
+5.5310E+01 +4.0757E+01 +1.0020E+01 +1.2964E-01 +5.7850E-02 +7.1721E+00 +2.6395E+00 +8.1576E-03 +4.2945E-03 +5.1961E-03 +2.9589E-03
+5.5340E+01 +2.9990E+01 +1.0745E+01 +1.2867E-01 +5.7412E-02 +7.7287E+00 +2.8100E+00 +8.1932E-03 +4.3130E-03 +5.2110E-03 +2.9672E-03
+5.5370E+01 +3.4522E+01 +1.1556E+01 +1.2771E-01 +5.6979E-02 +8.3527E+00 +2.9976E+00 +8.2289E-03 +4.3315E-03 +5.2259E-03 +2.9756E-03
+5.5400E+01 +3.0055E+01 +1.2464E+01 +1.2677E-01 +5.6550E-02 +9.0553E+00 +3.2045E+00 +8.2649E-03 +4.3502E-03 +5.2408E-03 +2.9840E-03
+5.5430E+01 +4.6286E+01 +1.3487E+01 +1.2583E-01 +5.6127E-02 +9.8503E+00 +3.4337E+00 +8.3012E-03 +4.3690E-03 +5.2558E-03 +2.9925E-03
+5.5460E+01 +3.1019E+01 +1.4645E+01 +1.2491E-01 +5.5708E-02 +1.0755E+01 +3.6884E+00 +8.3376E-03 +4.3879E-03 +5.2709E-03 +3.0010E-03
+5.5490E+01 +4.4550E+01 +1.5962E+01 +1.2400E-01 +5.5293E-02 +1.1789E+01 +3.9724E+00 +8.3744E-03 +4.4069E-03 +5.2861E-03 +3.0095E-03
+5.5520E+01 +3.2883E+01 +1.7471E+01 +1.2309E-01 +5.4884E-02 +1.2981E+01 +4.2905E+00 +8.4113E-03 +4.4261E-03 +5.3013E-03 +3.0181E-03
+5.5550E+01 +3.2915E+01 +1.9208E+01 +1.2220E-01 +5.4479E-02 +1.4362E+01 +4.6484E+00 +8.4485E-03 +4.4454E-03 +5.3166E-03 +3.0267E-03
+5.5580E+01 +3.6547E+01 +2.1225E+01 +1.2131E-01 +5.4078E-02 +1.5976E+01 +5.0530E+00 +8.4860E-03 +4.4648E-03 +5.3319E-03 +3.0354E-03
+5.5610E+01 +3.6579E+01 +2.3585E+01 +1.2044E-01 +5.3682E-02 +1.7877E+01 +5.5127E+00 +8.5237E-03 +4.4843E-03 +5.3474E-03 +3.0440E-03
+5.5640E+01 +4.4712E+01 +2.6370E+01 +1.1957E-01 +5.3290E-02 +2.0138E+01 +6.0380E+00 +8.5616E-03 +4.5040E-03 +5.3629E-03 +3.0528E-03
+5.5670E+01 +6.2744E+01 +2.9690E+01 +1.1872E-01 +5.2902E-02 +2.2855E+01 +6.6420E+00 +8.5998E-03 +4.5238E-03 +5.3784E-03 +3.0615E-03
+5.5700E+01 +4.4777E+01 +3.3694E+01 +1.1787E-01 +5.2519E-02 +2.6160E+01 +7.3413E+00 +8.6383E-03 +4.5437E-03 +5.3940E-03 +3.0703E-03
+5.5730E+01 +5.8308E+01 +3.8583E+01 +1.1703E-01 +5.2140E-02 +3.0235E+01 +8.1570E+00 +8.6770E-03 +4.5638E-03 +5.4097E-03 +3.0792E-03
+5.5760E+01 +6.3740E+01 +4.4644E+01 +1.1620E-01 +5.1765E-02 +3.5338E+01 +9.1162E+00 +8.7160E-03 +4.5840E-03 +5.4255E-03 +3.0880E-03
+5.5790E+01 +8.9873E+01 +5.2287E+01 +1.1538E-01 +5.1394E-02 +4.1844E+01 +1.0255E+01 +8.7552E-03 +4.6043E-03 +5.4413E-03 +3.0969E-03
+5.5820E+01 +1.0341E+02 +6.2123E+01 +1.1457E-01 +5.1026E-02 +5.0315E+01 +1.1620E+01 +8.7947E-03 +4.6248E-03 +5.4572E-03 +3.1059E-03
+5.5850E+01 +1.2324E+02 +7.5088E+01 +1.1377E-01 +5.0663E-02 +6.1624E+01 +1.3277E+01 +8.8345E-03 +4.6454E-03 +5.4732E-03 +3.1149E-03
+5.5880E+01 +1.4037E+02 +9.2683E+01 +1.1297E-01 +5.0304E-02 +7.7183E+01 +1.5314E+01 +8.8746E-03 +4.6661E-03 +5.4892E-03 +3.1239E-03
+5.5910E+01 +1.5840E+02 +1.1743E+02 +1.1219E-01 +4.9948E-02 +9.9394E+01 +1.7856E+01 +8.9149E-03 +4.6870E-03 +5.5053E-03 +3.1330E-03
+5.5940E+01 +1.7283E+02 +1.5386E+02 +1.1141E-01 +4.9597E-02 +1.3259E+02 +2.1084E+01 +8.9555E-03 +4.7080E-03 +5.5215E-03 +3.1421E-03
+5.5970E+01 +2.3587E+02 +2.1067E+02 +1.1064E-01 +4.9249E-02 +1.8522E+02 +2.5270E+01 +8.9964E-03 +4.7292E-03 +5.5377E-03 +3.1512E-03
+5.6000E+01 +2.9170E+02 +3.0631E+02 +1.0988E-01 +4.8904E-02 +2.7530E+02 +3.0828E+01 +9.0375E-03 +4.7505E-03 +5.5540E-03 +3.1604E-03
+5.6030E+01 +5.1043E+02 +4.8468E+02 +1.0912E-01 +4.8563E-02 +4.4607E+02 +3.8425E+01 +9.0790E-03 +4.7719E-03 +5.5704E-03 +3.1696E-03
+5.6060E+01 +8.4796E+02 +8.6415E+02 +1.0837E-01 +4.8226E-02 +8.1479E+02 +4.9185E+01 +9.1207E-03 +4.7935E-03 +5.5869E-03 +3.1789E-03
+5.6090E+01 +1.8146E+03 +1.7631E+03 +1.0764E-01 +4.7892E-02 +1.6978E+03 +6.5110E+01 +9.1627E-03 +4.8153E-03 +5.6034E-03 +3.1882E-03
+5.6120E+01 +3.1268E+03 +3.1503E+03 +1.0690E-01 +4.7562E-02 +3.0600E+03 +9.0037E+01 +9.2050E-03 +4.8371E-03 +5.6200E-03 +3.1976E-03
+5.6150E+01 +2.4906E+03 +2.4011E+03 +1.0618E-01 +4.7235E-02 +2.2689E+03 +1.3201E+02 +9.2476E-03 +4.8592E-03 +5.6367E-03 +3.2069E-03
+5.6180E+01 +1.2306E+03 +1.2844E+03 +1.0546E-01 +4.6911E-02 +1.0743E+03 +2.0988E+02 +9.2905E-03 +4.8814E-03 +5.6535E-03 +3.2164E-03
